"","X","zpid","zipcode","latitude","longitude","propertyTaxRate","hasAssociation","age","latestPrice","numPriceChanges","lotSizeSqFt","livingAreaSqFt","avgSchoolRating","numOfBathrooms","numOfBedrooms"
"1566",2018,63830943,78744,30.1604270935059,-97.782600402832,1.98,1,18,3e+05,4,5924,2115,5.33333333333333,3,4
"1567",2020,63838941,78744,30.1608562469482,-97.7798461914062,1.98,1,19,250000,4,5227,1611,5.33333333333333,2,4
"1568",2021,2081723485,78744,30.1691017150879,-97.7294387817383,1.98,1,3,285990,1,5501,1512,3.66666666666667,2,3
"1569",2022,29470485,78747,30.1552257537842,-97.7369689941406,1.98,1,27,220000,1,5662,1458,3.66666666666667,2,3
"1570",2023,70343439,78744,30.16139793396,-97.778564453125,1.98,1,17,257900,1,4229,1496,5.33333333333333,3,3
"1571",2024,29508937,78744,30.1756191253662,-97.7637252807617,1.98,0,27,221900,1,7405,1131,4,2,3
"1572",2025,241930984,78747,30.1538467407227,-97.754150390625,1.98,1,6,297000,4,4660,1533,5.33333333333333,3,3
"1573",2026,70343436,78744,30.1594390869141,-97.7778930664062,1.98,1,18,225000,1,4225,1366,5.33333333333333,3,2
"1574",2027,63838936,78744,30.1607074737549,-97.7808151245117,1.98,1,17,259900,3,5052,1449,5.33333333333333,2,3
"1575",2028,89547977,78747,30.1578006744385,-97.7490310668945,1.98,1,13,220000,1,4573,1058,5.33333333333333,2,3
"1576",2029,70343430,78744,30.1592826843262,-97.7774124145508,1.98,1,17,259900,4,8015,1845,5.33333333333333,3,4
"1577",2030,70343424,78744,30.1584186553955,-97.777717590332,1.98,1,17,220000,1,4225,1366,5.33333333333333,3,3
"1578",2031,241932972,78744,30.1642894744873,-97.7324905395508,1.98,1,6,304000,4,6141,2071,3.66666666666667,2,3
"1579",2032,29469972,78744,30.161563873291,-97.7444686889648,1.98,0,40,190000,1,7100,960,3.66666666666667,2,3
"1580",2033,29508915,78744,30.1736164093018,-97.7617874145508,1.98,0,23,270800,2,6838,1211,4,2,3
"1581",2034,29508913,78744,30.1737289428711,-97.7621383666992,1.98,0,26,269900,2,6621,1545,4,3,3
"1582",2035,70343408,78744,30.1587295532227,-97.7780685424805,1.98,1,17,279900,2,5880,1845,5.33333333333333,3,4
"1583",2036,305428406,78747,30.1539421081543,-97.7563705444336,1.98,1,4,350000,1,4356,2007,5.33333333333333,3,3
"1584",2038,70343405,78744,30.1591396331787,-97.7782974243164,1.98,1,17,249990,1,4225,1366,5.33333333333333,3,2
"1585",2039,29469971,78744,30.1612968444824,-97.74462890625,1.98,0,40,225000,1,7143,1328,3.66666666666667,2,3
"1586",2040,70343403,78744,30.1593265533447,-97.7783508300781,1.98,1,17,275000,3,4225,1845,5.33333333333333,3,4
"1587",2041,241930969,78747,30.1548175811768,-97.7541961669922,1.98,1,5,319900,3,6033,1800,5.33333333333333,2,3
"1588",2042,29469968,78744,30.1617565155029,-97.7449569702148,1.98,0,40,219000,3,8276,1035,3.66666666666667,2,3
"1589",2043,70343401,78744,30.1610774993896,-97.7789993286133,1.98,1,17,239950,2,4225,1496,5.33333333333333,1,1
"1590",2044,29508401,78744,30.1797637939453,-97.7563095092773,1.98,0,67,203499,4,7448,1094,3.33333333333333,2,3
"1591",2045,64776964,78747,30.1641387939453,-97.7395095825195,1.98,1,18,239900,2,7405,1752,3.66666666666667,2,4
"1592",2047,29469962,78744,30.1615791320801,-97.7456359863281,1.98,0,40,210000,3,10018,1081,3.66666666666667,2,3
"1593",2048,63421399,78744,30.1596336364746,-97.7835540771484,1.98,1,18,169500,12,6098,1880,5.33333333333333,2,3
"1594",2049,64718959,78747,30.1612815856934,-97.7425231933594,1.98,1,18,238888,1,5749,2234,3.66666666666667,3,3
"1595",2050,70343392,78744,30.1609363555908,-97.7809295654297,1.98,1,17,233500,2,5052,1449,5.33333333333333,2,3
"1596",2051,89548457,78747,30.1550579071045,-97.7436599731445,1.98,1,10,253000,2,6272,1652,5.33333333333333,2,3
"1597",2053,70343378,78744,30.1615390777588,-97.7807235717773,1.98,1,17,321000,3,8319,1961,5.33333333333333,2,4
"1598",2054,64732365,78744,30.1805438995361,-97.7674942016602,1.98,1,18,225000,1,4268,1343,3.33333333333333,2,3
"1599",2055,70335864,78744,30.1594352722168,-97.7783126831055,1.98,1,17,225000,2,4225,1600,5.33333333333333,2.5,2
"1600",2056,63296358,78744,30.1612949371338,-97.7785797119141,1.98,1,18,167900,4,4225,1845,5.33333333333333,3,4
"1601",2058,29508841,78744,30.1778964996338,-97.7664184570312,1.98,0,26,245000,1,12632.4,1404,4,2,3
"1602",2059,241930946,78747,30.1548614501953,-97.754753112793,1.98,1,6,334000,2,5619,2228,5.33333333333333,3,4
"1603",2060,29508337,78744,30.1799354553223,-97.7605667114258,1.98,0,26,190000,4,5662,991,3.33333333333333,2,2
"1604",2061,241930945,78747,30.1550827026367,-97.7542037963867,1.98,1,6,315000,2,6054,1850,5.33333333333333,2,3
"1605",2062,62576834,78744,30.1793327331543,-97.7591400146484,1.98,0,19,235000,2,4917,1120,3.33333333333333,2,3
"1606",2063,62608311,78744,30.1720428466797,-97.7556076049805,1.98,0,41,199000,3,7143,907,4,1,2
"1607",2064,89548426,78747,30.1563205718994,-97.748291015625,1.98,1,14,221000,7,5662,1025,5.33333333333333,2,3
"1608",2065,29508801,78744,30.1776828765869,-97.7620468139648,1.98,0,28,220000,1,7840,1691,4,2,3
"1609",2066,70335919,78747,30.1530704498291,-97.741340637207,1.98,1,17,269000,2,3615,2068,5.33333333333333,3,3
"1610",2068,29505415,78744,30.1802406311035,-97.7551498413086,1.98,0,48,220000,1,13068,1249,3.33333333333333,2,3
"1611",2070,2083181914,78744,30.1689453125,-97.7303771972656,1.98,1,3,278990,1,5501,1461,3.66666666666667,2,3
"1612",2071,29508774,78744,30.1766109466553,-97.7610321044922,1.98,0,28,263000,4,12196.8,1508,4,3,3
"1613",2072,251031413,78744,30.1643581390381,-97.732780456543,1.98,1,5,375000,1,7405,2755,3.66666666666667,3,3
"1614",2073,70357271,78744,30.1795616149902,-97.7619857788086,1.98,1,10,245000,4,4573,1351,3.33333333333333,2,4
"1615",2074,70357265,78744,30.1793594360352,-97.7625427246094,1.98,1,11,237000,1,5967,1442,3.33333333333333,3,3
"1616",2075,83813410,78747,30.1528835296631,-97.748161315918,1.98,1,12,250000,2,6185,1678,5.33333333333333,2,3
"1617",2076,145657409,78744,30.1625308990479,-97.7305755615234,1.98,1,7,284000,1,5749,1678,3.66666666666667,2,4
"1618",2078,29508754,78744,30.1746006011963,-97.7607040405273,1.98,0,35,212000,1,8049,1309,4,2,4
"1619",2079,29508740,78744,30.1751232147217,-97.7609329223633,1.98,0,36,205000,2,7143,1135,4,2,3
"1620",2080,70335238,78744,30.1779174804688,-97.7569732666016,1.98,0,16,239900,2,3600,1552,3.33333333333333,3.5,3
"1621",2081,70343496,78744,30.1617755889892,-97.7828063964844,1.98,1,17,250000,1,5183,1574,5.33333333333333,2,3
"1622",2083,63266224,78744,30.1607189178467,-97.7821655273438,1.98,1,18,325000,4,7405,2281,5.33333333333333,3,4
"1623",2086,58311879,78747,30.1547431945801,-97.7359848022461,1.98,1,24,219000,1,6969,1265,3.66666666666667,2,3
"1624",2087,69811201,78744,30.1622142791748,-97.7840805053711,1.98,1,29,270000,1,5183,1750,5.33333333333333,2,3
"1625",2088,58311876,78747,30.1548767089844,-97.7369842529297,1.98,1,20,102500,4,6098,1079,3.66666666666667,2,3
"1626",2089,63228681,78744,30.1586322784424,-97.7809677124023,1.98,1,18,285000,3,6133,1961,5.33333333333333,2,4
"1627",2090,250997669,78747,30.1555862426758,-97.7558135986328,1.98,1,5,334900,1,5619,1850,5.33333333333333,2,3
"1628",2091,63300667,78744,30.1584968566894,-97.7793350219727,1.98,1,18,249900,4,3833,1845,5.33333333333333,3,3
"1629",2092,63300664,78744,30.1609802246094,-97.7826461791992,1.98,1,18,180000,7,5749,2217,5.33333333333333,3,3
"1630",2093,70343662,78747,30.1527976989746,-97.7847518920898,1.98,1,17,299900,2,6316,2166,5.33333333333333,3,4
"1631",2094,63228660,78744,30.1590042114258,-97.7787017822266,1.98,1,18,292000,4,11761.2,2697,5.33333333333333,3,4
"1632",2095,70334768,78747,30.1591548919678,-97.7416915893555,1.98,1,17,294900,3,5793,2780,3.66666666666667,3,4
"1633",2096,63228655,78744,30.1588745117188,-97.7795715332031,1.98,1,18,280000,2,5227,1574,5.33333333333333,2,3
"1634",2097,58311854,78747,30.1535053253174,-97.7407073974609,1.98,1,20,229000,4,6229,1586,3.66666666666667,3,3
"1635",2099,70343650,78747,30.1531963348389,-97.7835388183594,1.98,1,16,295000,1,5227,2094,5.33333333333333,3,3
"1636",2100,58311846,78747,30.1540813446045,-97.7419357299805,1.98,1,20,239000,2,6272,1791,3.66666666666667,2,4
"1637",2101,80107649,78744,30.1580333709717,-97.7795562744141,1.98,1,16,251900,3,6011,1623,5.33333333333333,3,3
"1638",2102,63228649,78744,30.1596698760986,-97.7793884277344,1.98,1,18,245000,2,5227,1611,5.33333333333333,2,4
"1639",2103,244910343,78744,30.1602287292481,-97.7323684692383,1.98,1,5,320000,1,5749,1879,3.66666666666667,2,3
"1640",2104,70335147,78744,30.1794853210449,-97.7597732543945,1.98,0,16,215000,1,3789,1445,3.33333333333333,3,4
"1641",2105,80104144,78744,30.1588535308838,-97.7769927978516,1.98,1,16,249900,2,10890,1399,5.33333333333333,3,3
"1642",2106,70343638,78747,30.1538238525391,-97.7853546142578,1.98,1,17,315000,3,6534,2601,5.33333333333333,3,4
"1643",2107,145656839,78744,30.1640491485596,-97.7304992675781,1.98,1,7,279999,3,6534,1879,3.66666666666667,2,3
"1644",2108,63228637,78744,30.1594257354736,-97.7802429199219,1.98,1,18,264900,4,5227,1611,5.33333333333333,2,4
"1645",2109,58311839,78747,30.1531925201416,-97.738395690918,1.98,1,20,175000,3,5749,867,3.66666666666667,1,2
"1646",2110,29508635,78744,30.1745128631592,-97.7568664550781,1.98,0,40,220000,1,6316,1015,4,2,3
"1647",2111,63297129,78744,30.1596622467041,-97.7803192138672,1.98,1,18,285000,5,5096,2697,5.33333333333333,3,4
"1648",2112,60135536,78747,30.1603393554688,-97.7383651733398,1.98,1,20,249900,3,6316,1433,3.66666666666667,2,3
"1649",2113,29508626,78744,30.1737766265869,-97.75537109375,1.98,0,40,208900,1,8842,977,4,1,3
"1650",2114,145656829,78744,30.1691265106201,-97.7257080078125,1.98,1,3,350000,1,6664,2320,3.66666666666667,3,4
"1651",2115,63228625,78744,30.158576965332,-97.7805252075195,1.98,1,18,255000,2,5662,1655,5.33333333333333,2,3
"1652",2116,63398119,78744,30.1599979400635,-97.7799530029297,1.98,1,18,272900,1,5052,1919,5.33333333333333,3,4
"1653",2117,70343617,78747,30.1539726257324,-97.7845993041992,1.98,1,16,269900,3,5662,2060,5.33333333333333,3,3
"1654",2118,63398117,78744,30.1592712402344,-97.7806930541992,1.98,1,18,274000,3,6098,2217,5.33333333333333,3,3
"1655",2119,29508611,78744,30.1769981384277,-97.7600784301758,1.98,0,23,207500,1,9191,1343,4,2,3
"1656",2120,29512108,78744,30.1639022827148,-97.7698822021484,1.98,0,53,194500,5,10149,892,5.33333333333333,1,3
"1657",2121,63228604,78744,30.1601371765137,-97.7815017700195,1.98,1,18,154999,5,6141,1880,5.33333333333333,2,3
"1658",2122,62608309,78744,30.1724987030029,-97.7549362182617,1.98,0,41,169000,2,12196.8,1298,4,1,3
"1659",2123,89545807,78747,30.1594123840332,-97.749885559082,1.98,1,9,260000,4,4225,1735,5.33333333333333,3,4
"1660",2124,63234602,78744,30.1600399017334,-97.7824020385742,1.98,1,18,259900,3,8058,1686,5.33333333333333,2,3
"1661",2125,58311806,78747,30.1538848876953,-97.7396850585938,1.98,1,20,220000,1,5749,1326,3.66666666666667,2,3
"1662",2126,29512101,78744,30.1638679504394,-97.7716827392578,1.98,0,53,225000,4,11761.2,1040,5.33333333333333,2,3
"1663",2127,70343599,78747,30.1544227600098,-97.7838134765625,1.98,1,17,325000,1,9408,2601,5.33333333333333,3,4
"1664",2129,29468803,78744,30.1787281036377,-97.7512054443359,1.98,0,39,260000,2,9801,1404,3.66666666666667,2,3
"1665",2130,70343597,78747,30.1538181304932,-97.7839813232422,1.98,1,17,3e+05,3,6534,1891,5.33333333333333,3,4
"1666",2131,29512095,78744,30.164400100708,-97.7718734741211,1.98,0,53,197900,2,14374.8,1566,5.33333333333333,2,3
"1667",2132,58311795,78747,30.1546821594238,-97.7413711547852,1.98,1,20,205000,1,6969,1102,3.66666666666667,2,3
"1668",2133,70343593,78747,30.1538238525391,-97.7832489013672,1.98,1,17,292900,1,5488,1763,5.33333333333333,2,3
"1669",2135,29512092,78744,30.1643791198731,-97.7710723876953,1.98,0,53,269000,4,19166.4,1533,5.33333333333333,2,3
"1670",2136,29469794,78744,30.1649284362793,-97.739013671875,1.98,1,29,235000,1,7214,1441,3.66666666666667,2,4
"1671",2137,58311787,78747,30.1548671722412,-97.7423095703125,1.98,1,20,224990,1,5749,1586,3.66666666666667,3,3
"1672",2138,70343584,78747,30.1529998779297,-97.7831420898438,1.98,1,17,315000,4,6534,2589,5.33333333333333,3,4
"1673",2139,58311784,78747,30.1538391113281,-97.7377395629883,1.98,1,20,224000,1,5706,1586,3.66666666666667,3,3
"1674",2140,70343574,78744,30.1582775115967,-97.7833099365234,1.98,1,17,269900,1,6098,2311,5.33333333333333,3,4
"1675",2141,70343569,78744,30.1579055786133,-97.7834396362305,1.98,1,17,149999,5,6969,1492,5.33333333333333,2,3
"1676",2142,70343566,78744,30.1587448120117,-97.7835083007812,1.98,1,17,260000,6,6403,2470,5.33333333333333,3,4
"1677",2143,58311782,78747,30.1540069580078,-97.7380065917969,1.98,1,20,180000,1,5736,1326,3.66666666666667,2,3
"1678",2144,305429057,78747,30.1534862518311,-97.7553176879883,1.98,1,4,375000,1,8102,2277,5.33333333333333,3,4
"1679",2145,70334781,78747,30.1587944030762,-97.740837097168,1.98,1,17,220000,4,5802,1231,3.66666666666667,2,3
"1680",2146,70343545,78744,30.1617584228516,-97.7839889526367,1.98,1,16,239000,1,5183,1574,5.33333333333333,2,3
"1681",2147,251031486,78747,30.1315135955811,-97.7749252319336,1.98,1,6,305000,1,7492,1891,5.33333333333333,2,4
"1682",2148,29512044,78744,30.1670780181885,-97.7701263427734,1.98,0,56,315000,2,34848,1512,5.33333333333333,3,3
"1683",2149,80108476,78747,30.1395034790039,-97.7695617675781,1.98,1,16,274900,1,5183,2125,5.33333333333333,3,4
"1684",2151,119624975,78747,30.1399002075195,-97.7650833129883,1.98,1,9,257000,1,5749,1535,5.33333333333333,2,3
"1685",2153,70343521,78744,30.1577415466309,-97.784423828125,1.98,1,17,299999,2,12196.8,2281,5.33333333333333,3,4
"1686",2154,305426965,78747,30.1349658966064,-97.7748184204102,1.98,1,3,410000,1,8407,2696,5.33333333333333,3,5
"1687",2155,58311776,78747,30.1544189453125,-97.738883972168,1.98,1,20,62500,7,5828,1326,3.66666666666667,2,3
"1688",2156,114406960,78747,30.1419925689697,-97.7681427001953,1.98,1,11,247000,7,4617,1705,5.33333333333333,3,3
"1689",2158,70343510,78744,30.1603546142578,-97.7837600708008,1.98,1,17,329000,2,7100,2470,5.33333333333333,3,4
"1690",2159,63722509,78744,30.1607913970947,-97.7803344726562,1.98,1,18,279900,2,5052,1574,5.33333333333333,2,3
"1691",2160,241930770,78747,30.1537895202637,-97.7540740966797,1.98,1,6,345000,1,4660,1952,5.33333333333333,3,3
"1692",2162,80093930,78747,30.1381988525391,-97.7671813964844,1.98,1,13,254929,3,5183,2453,5.33333333333333,3,4
"1693",2163,83833496,78747,30.153018951416,-97.7466278076172,1.98,1,13,267500,1,7318,1768,5.33333333333333,2,3
"1694",2165,70334765,78747,30.1594219207764,-97.7419281005859,1.98,1,16,186900,7,5793,2912,3.66666666666667,3,4
"1695",2166,119630916,78747,30.1398372650146,-97.765754699707,1.98,1,9,238900,7,6403,2432,5.33333333333333,3,5
"1696",2167,120898415,78747,30.1411590576172,-97.7665328979492,1.98,1,10,264500,1,5183,1522,5.33333333333333,2,3
"1697",2169,29469755,78744,30.1669254302979,-97.7392883300781,1.98,1,35,215000,2,7927,1500,3.66666666666667,2,3
"1698",2170,241933398,78747,30.1298885345459,-97.774055480957,1.98,1,6,270000,1,9060,1899,5.33333333333333,2,3
"1699",2172,124839386,78747,30.1295051574707,-97.7768630981445,1.98,1,7,315000,2,8281,2040,5.33333333333333,3,4
"1700",2173,2083966251,78744,30.1678676605225,-97.7254257202148,1.98,1,3,325250,1,5501,2466,3.66666666666667,3,4
"1701",2174,120899882,78747,30.1408195495606,-97.7667236328125,1.98,1,10,279500,1,5183,1424,5.33333333333333,2,3
"1702",2175,110539882,78747,30.1389675140381,-97.7659530639648,1.98,1,12,244900,4,5052,1480,5.33333333333333,2,3
"1703",2176,70334745,78747,30.1601791381836,-97.7419509887695,1.98,1,17,278000,3,6534,2987,3.66666666666667,3,4
"1704",2177,110539881,78747,30.1389045715332,-97.7658309936523,1.98,1,12,239000,3,5009,1569,5.33333333333333,2,3
"1705",2178,58311745,78747,30.1546535491943,-97.7398834228516,1.98,1,20,199999,1,5924,1102,3.66666666666667,2,3
"1706",2180,145656742,78744,30.1627025604248,-97.729362487793,1.98,1,7,325000,1,6011,2484,3.66666666666667,3,3
"1707",2181,64842861,78747,30.1490879058838,-97.7671966552734,1.98,0,23,349900,5,43560,2432,5.33333333333333,3.5,3
"1708",2182,121656972,78747,30.1493358612061,-97.7448883056641,1.98,1,8,286900,1,3763,2101,5.33333333333333,3,3
"1709",2183,241933360,78747,30.1395072937012,-97.7637100219727,1.98,1,6,250000,3,6011,1787,5.33333333333333,3,3
"1710",2184,70342469,78747,30.1498508453369,-97.7422790527344,1.98,1,15,265000,1,4922,2442,5.33333333333333,3,4
"1711",2185,121651465,78747,30.1483325958252,-97.7426300048828,1.98,1,8,265000,1,5488,1695,5.33333333333333,2,3
"1712",2186,80099855,78747,30.1402721405029,-97.7683334350586,1.98,1,15,224900,4,5052,2125,5.33333333333333,3,4
"1713",2189,58311735,78747,30.1553955078125,-97.7389984130859,1.98,1,20,239900,2,7230,1586,3.66666666666667,3,3
"1714",2190,70342449,78747,30.1501750946045,-97.7421112060547,1.98,1,14,272000,2,3659,2068,5.33333333333333,3,3
"1715",2191,58311733,78747,30.1557579040527,-97.7402038574219,1.98,1,20,2e+05,1,5749,1268,3.66666666666667,2,4
"1716",2192,70342448,78747,30.1501216888428,-97.7419967651367,1.98,1,15,210000,1,3659,1314,5.33333333333333,2,3
"1717",2193,121657933,78747,30.1474666595459,-97.7426147460938,1.98,1,8,289000,2,5140,2101,5.33333333333333,3,3
"1718",2194,58299487,78730,30.3808212280273,-97.8497924804688,1.98,1,21,1525000,1,60112.8,6014,7,6,6
"1719",2195,241933346,78747,30.1415481567383,-97.7653198242188,1.98,1,6,299900,1,6229,2395,5.33333333333333,4,5
"1720",2196,58317846,78747,30.1355476379394,-97.7803192138672,1.98,1,23,499900,1,9539,3004,5.33333333333333,3,3
"1721",2197,145655730,78744,30.163875579834,-97.732551574707,1.98,1,7,335000,1,6054,1753,3.66666666666667,2,3
"1722",2198,29359448,78730,30.3784828186035,-97.8548278808594,1.98,1,29,499950,10,13503.6,3062,7,3,4
"1723",2199,70342421,78747,30.1508102416992,-97.7430572509766,1.98,1,15,260000,3,3615,1788,5.33333333333333,3,3
"1724",2200,29361485,78732,30.3799343109131,-97.8913269042969,1.98,1,30,415000,7,11761.2,2648,8.33333333333333,2,4
"1725",2201,121657419,78747,30.148775100708,-97.7454147338867,1.98,1,8,285000,4,4138,2102,5.33333333333333,3,3
"1726",2202,249889748,78747,30.1608486175537,-97.7385940551758,1.98,1,19,220000,1,6882,1518,3.66666666666667,2,3
"1727",2203,70342416,78747,30.1508522033691,-97.7419815063477,1.98,1,14,225000,1,3659,1111,5.33333333333333,2,3
"1728",2204,60136480,78732,30.3787803649902,-97.9034652709961,1.98,1,21,545000,8,9452,2997,8.33333333333333,4,4
"1729",2206,58299919,78730,30.3850421905518,-97.8516998291016,1.98,1,20,775000,1,10890,3150,7,3,4
"1730",2207,70342415,78747,30.1507987976074,-97.7418670654297,1.98,1,15,225000,2,3659,2101,5.33333333333333,3,3
"1731",2208,241933339,78747,30.1413497924805,-97.7641296386719,1.98,1,6,250000,3,5749,1463,5.33333333333333,2,3
"1732",2210,58299495,78730,30.3837966918945,-97.8518295288086,1.98,1,21,665000,3,9370,2911,7,3.5,4
"1733",2211,121658410,78747,30.1486701965332,-97.7446670532227,1.98,1,8,285000,1,4007,2038,5.33333333333333,3,3
"1734",2212,80094839,78747,30.1410617828369,-97.7691116333008,1.98,1,15,199900,5,5227,1493,5.33333333333333,2,3
"1735",2213,70342410,78747,30.1505317687988,-97.7413101196289,1.98,1,15,245000,2,3659,2068,5.33333333333333,3,3
"1736",2214,60136474,78732,30.3798046112061,-97.904655456543,1.98,1,21,609000,1,18730.8,3748,8.33333333333333,4,5
"1737",2215,83821414,78730,30.381814956665,-97.8495483398438,1.98,1,18,1790000,3,43995.6,7156,7,5,5
"1738",2216,241933332,78747,30.1426544189453,-97.7661895751953,1.98,1,5,264900,2,7187,1527,5.33333333333333,2,3
"1739",2217,241930724,78747,30.1540813446045,-97.7547378540039,1.98,1,5,365900,2,5270,2011,5.33333333333333,3,3
"1740",2218,70342406,78747,30.150318145752,-97.7408599853516,1.98,1,14,235000,2,3484,1788,5.33333333333333,3,3
"1741",2219,29361380,78730,30.3806171417236,-97.8543472290039,1.98,1,30,740000,2,8624,3420,7,3,5
"1742",2220,64710470,78732,30.3808498382568,-97.9065017700195,1.98,1,19,899000,2,41382,5777,8.33333333333333,5,5
"1743",2221,241933327,78747,30.1430244445801,-97.7654647827148,1.98,1,6,260000,1,6621,1717,5.33333333333333,2,3
"1744",2222,70342398,78747,30.1508350372314,-97.7411346435547,1.98,1,16,229000,1,4965,1515,5.33333333333333,3,3
"1745",2224,83815377,78732,30.3785572052002,-97.8771362304688,1.98,1,9,499000,4,6534,3658,8.33333333333333,4,5
"1746",2225,110538896,78747,30.1486854553223,-97.7391967773438,1.98,1,12,235000,2,4530,1136,5.33333333333333,2,3
"1747",2226,29361352,78730,30.3797645568848,-97.8536834716797,1.98,1,29,584000,3,10890,3412,7,3,4
"1748",2227,145657223,78744,30.1716918945312,-97.7294082641602,1.98,1,4,320000,1,8973,2216,3.66666666666667,3,4
"1749",2228,29515030,78747,30.1490707397461,-97.7801971435547,1.98,1,32,479900,11,8929,3346,5.33333333333333,4,5
"1750",2229,83831459,78732,30.3808097839356,-97.8950119018555,1.98,1,18,489000,4,6621,3229,8.33333333333333,4,4
"1751",2230,29361349,78730,30.3791255950928,-97.854118347168,1.98,1,30,529999,4,9583,2599,7,2,3
"1752",2231,79981894,78747,30.1507549285889,-97.7478942871094,1.98,1,15,275000,8,6011,3206,5.33333333333333,3,5
"1753",2232,250997722,78747,30.1542739868164,-97.7542495727539,1.98,1,5,407000,3,8407,2788,5.33333333333333,3,4
"1754",2233,241930822,78747,30.1425647735596,-97.7804107666016,1.98,1,26,499900,3,12196.8,2977,5.33333333333333,3,4
"1755",2234,29361348,78730,30.3789844512939,-97.8543243408203,1.98,1,30,699000,3,8276,3450,7,4,4
"1756",2235,29361458,78732,30.3801326751709,-97.8872756958008,1.98,1,24,290000,7,5662,2104,8.33333333333333,3,4
"1757",2236,70342483,78747,30.1497535705566,-97.7406387329102,1.98,1,15,247900,1,4617,2068,5.33333333333333,3,4
"1758",2237,80096890,78747,30.1465702056885,-97.7388458251953,1.98,1,13,2e+05,2,4791,1111,5.33333333333333,2,3
"1759",2238,79977321,78747,30.1392326354981,-97.7664337158203,1.98,1,15,240000,2,5052,1364,5.33333333333333,2,3
"1760",2239,29361346,78730,30.3787651062012,-97.8547592163086,1.98,1,29,549999,11,7710,3124,7,3,4
"1761",2241,120895387,78747,30.1470108032227,-97.7428512573242,1.98,1,8,259000,3,5967,1695,5.33333333333333,2,3
"1762",2245,29361451,78732,30.3807373046875,-97.8885116577148,1.98,1,23,340000,2,5880,1838,8.33333333333333,3,3
"1763",2246,70342475,78747,30.1493148803711,-97.7415237426758,1.98,1,15,284900,2,6969,2442,5.33333333333333,3,4
"1764",2247,89552218,78747,30.1571273803711,-97.7478103637695,1.98,1,14,259900,3,4791,1420,5.33333333333333,2,3
"1765",2248,29361328,78730,30.3815383911133,-97.85302734375,1.98,1,30,569900,1,9583,2617,7,3,4
"1766",2249,249891216,78744,30.1586799621582,-97.7303619384766,1.98,1,4,399900,1,6316,2730,3.66666666666667,3,4
"1767",2250,80098884,78747,30.1499423980713,-97.7400741577148,1.98,1,13,230000,1,3702,1788,5.33333333333333,3,3
"1768",2251,29515814,78747,30.1455383300781,-97.7843322753906,1.98,1,40,390000,4,13068,2116,5.33333333333333,2,4
"1769",2252,29361319,78730,30.3799076080322,-97.8522033691406,1.98,1,31,6e+05,3,11325.6,3705,7,4,4
"1770",2253,29361437,78732,30.3827018737793,-97.8904266357422,1.98,1,23,299900,6,6316,2308,8.33333333333333,3,4
"1771",2254,305427312,78747,30.1365795135498,-97.7694396972656,1.98,1,4,299000,1,5619,2507,5.33333333333333,3,4
"1772",2255,70342382,78747,30.1504020690918,-97.740234375,1.98,1,16,255000,1,6185,2068,5.33333333333333,3,3
"1773",2256,29361318,78730,30.3797073364258,-97.852424621582,1.98,1,31,582500,23,17424,3571,7,3,4
"1774",2257,58311715,78747,30.1554622650146,-97.7382125854492,1.98,1,20,230000,1,6290,1586,3.66666666666667,3,4
"1775",2258,29361436,78732,30.382776260376,-97.8902893066406,1.98,1,23,419000,3,6141,2677,8.33333333333333,3,4
"1776",2260,241933309,78747,30.142599105835,-97.7652130126953,1.98,1,6,290000,1,6011,2699,5.33333333333333,3,4
"1777",2261,83821378,78747,30.1519775390625,-97.7487258911133,1.98,1,13,285000,5,7274,1652,5.33333333333333,2,3
"1778",2262,29361494,78732,30.3818531036377,-97.886116027832,1.98,1,23,375000,1,6490,2736,8.33333333333333,3,4
"1779",2264,29361427,78732,30.3832492828369,-97.8889846801758,1.98,1,23,375000,3,6098,2715,8.33333333333333,3,4
"1780",2265,29469712,78744,30.1634502410889,-97.7434616088867,1.98,0,39,224000,1,6926,1358,3.66666666666667,2,3
"1781",2266,29361303,78730,30.3801460266113,-97.8518218994141,1.98,1,30,524900,6,9321,2906,7,3,4
"1782",2267,29361425,78732,30.3831157684326,-97.8887023925781,1.98,1,23,359900,1,6011,2014,8.33333333333333,3,4
"1783",2268,70342374,78747,30.1504211425781,-97.7391967773438,1.98,1,17,199900,3,3615,1246,5.33333333333333,2,3
"1784",2269,83830211,78747,30.152853012085,-97.7477416992188,1.98,1,12,287500,4,6098,2790,5.33333333333333,3,3
"1785",2270,241933305,78747,30.1422443389892,-97.7658996582031,1.98,1,6,289700,1,6446,2245,5.33333333333333,3,4
"1786",2271,29361424,78732,30.3830471038818,-97.8885650634766,1.98,1,23,419900,4,6098,2637,8.33333333333333,3,4
"1787",2272,29361295,78730,30.3806972503662,-97.8513793945312,1.98,1,30,850000,3,13503.6,3483,7,4,4
"1788",2273,241930706,78747,30.1550178527832,-97.754768371582,1.98,1,5,415000,1,5619,2788,5.33333333333333,3,4
"1789",2275,29361421,78732,30.3828392028809,-97.8881454467773,1.98,1,22,320000,6,6011,1719,8.33333333333333,2,3
"1790",2276,70342372,78747,30.150318145752,-97.7389755249023,1.98,1,16,224900,2,3615,1314,5.33333333333333,2,3
"1791",2277,29361291,78730,30.3796577453613,-97.8512954711914,1.98,1,30,569000,1,8450,2960,7,3,4
